country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Costa Rica,CRI,2021-01-07,,,,,937.0,,,,184.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-08,9751.0,,,,1111.0,0.19,,,218.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-09,,,,,1385.0,,,,272.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-10,,,,,1659.0,,,,326.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-11,,,,,1759.0,,,,345.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-12,,,,,1859.0,,,,365.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-13,,,,,1959.0,,,,385.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-14,,,,,2058.0,,,,404.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-15,24859.0,24804.0,55.0,,2158.0,0.49,0.49,0.0,424.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-16,,,,,2066.0,,,,406.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-17,,,,,1973.0,,,,387.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-18,29389.0,29257.0,132.0,,1880.0,0.58,0.57,0.0,369.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-19,,,,,1955.0,,,,384.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-20,,,,,2029.0,,,,398.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-21,,,,,2103.0,,,,413.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-22,,,,,2177.0,,,,427.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-23,,,,,2344.0,,,,460.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-24,,,,,2510.0,,,,493.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-25,48128.0,45707.0,2421.0,,2677.0,0.94,0.9,0.05,526.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-26,,,,,2490.0,,,,489.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-27,,,,,2303.0,,,,452.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-28,,,,,2116.0,,,,415.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-29,,,,,1929.0,,,,379.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-30,,,,,1742.0,,,,342.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-01-31,,,,,1555.0,,,,305.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-01,57701.0,45863.0,11838.0,,1368.0,1.13,0.9,0.23,269.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-02,,,,,1528.0,,,,300.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-03,,,,,1688.0,,,,331.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-04,,,,,1848.0,,,,363.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-05,,,,,2007.0,,,,394.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-06,,,,,2167.0,,,,425.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-07,,,,,2327.0,,,,457.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-08,75113.0,46750.0,28363.0,,2487.0,1.47,0.92,0.56,488.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-09,,,,,2578.0,,,,506.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-10,,,,,2668.0,,,,524.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-11,,,,,2758.0,,,,541.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-12,,,,,2848.0,,,,559.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-13,,,,,2939.0,,,,577.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-14,,,,,3029.0,,,,595.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-15,96948.0,54395.0,42553.0,,3119.0,1.9,1.07,0.84,612.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-16,,,,,2760.0,,,,542.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-17,,,,,2401.0,,,,471.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-18,,,,,2042.0,,,,401.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-19,,,,,1683.0,,,,330.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-20,,,,,1323.0,,,,260.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-21,,,,,964.0,,,,189.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-22,101183.0,57162.0,44021.0,,605.0,1.99,1.12,0.86,119.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-23,,,,,1511.0,,,,297.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-24,,,,,2417.0,,,,474.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-25,,,,,3323.0,,,,652.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-26,,,,,4229.0,,,,830.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-27,,,,,5135.0,,,,1008.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-02-28,,,,,6041.0,,,,1186.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Costa Rica,CRI,2021-03-01,149812.0,103695.0,46117.0,,6947.0,2.94,2.04,0.91,1364.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/salud_noticia?ccss-registra-149-812-vacunas-aplicadas-contra-la-covid-19&fbclid=IwAR1kpWQVip70s5t3IAXdYdQ0StmIdd5SmVDw5Hsv8yjOHrzndCv95_VwNXc
Croatia,HRV,2020-12-30,7864.0,7864.0,,,,0.19,0.19,,,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2020-12-31,,,,,1105.0,,,,269.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-01,,,,,1105.0,,,,269.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-02,,,,,1105.0,,,,269.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-03,12285.0,12285.0,,,1105.0,0.3,0.3,,269.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-04,,,,,1036.0,,,,252.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-05,13798.0,13798.0,,,989.0,0.34,0.34,,241.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-06,,,,,1334.0,,,,325.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-07,20603.0,20603.0,,,1662.0,0.5,0.5,,405.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-08,24985.0,24985.0,,4382.0,2130.0,0.61,0.61,,519.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-09,30000.0,30000.0,,5015.0,2689.0,0.73,0.73,,655.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-10,,,,,2693.0,,,,656.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-11,,,,,2748.0,,,,669.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-12,,,,,2802.0,,,,683.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-13,34553.0,34553.0,,,2479.0,0.84,0.84,,604.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-14,38000.0,38000.0,,3447.0,2485.0,0.93,0.93,,605.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-15,41532.0,41532.0,,3532.0,2364.0,1.01,1.01,,576.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-16,45906.0,45906.0,,4374.0,2272.0,1.12,1.12,,553.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-17,,,,,2510.0,,,,611.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-18,,,,,2747.0,,,,669.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-19,54304.0,54304.0,,,2984.0,1.32,1.32,,727.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-20,,,,,3329.0,,,,811.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-21,,,,,3343.0,,,,814.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-22,64951.0,,,,3346.0,1.58,,,815.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-23,,,,,2960.0,,,,721.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-24,,,,,2800.0,,,,682.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-25,69984.0,58077.0,11907.0,,2640.0,1.7,1.41,0.29,643.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-26,,,,,2598.0,,,,633.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-27,,,,,2448.0,,,,596.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-28,,,,,2299.0,,,,560.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-29,80000.0,,,,2150.0,1.95,,,524.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
Croatia,HRV,2021-01-30,,,,,2097.0,,,,511.0,Pfizer/BioNTech,Ministry of Health,https://www.jutarnji.hr/vijesti/hrvatska/nacionalni-stozer-od-korone-preminula-osoba-od-40-godina-nije-imala-drugih-bolesti-15054276
